text,airline_sentiment,label
thanks recommendation sitting minutes last update min ago,positive,1
horrible customer service empty seats early flight wantcharge double get home early instead usual late flight,negative,0
flown figured worth miles lifetime first last ever flight us airways,negative,0
case making jackass allowed favor say get right care less vacation true see peter scott,negative,0
hour delay pho mia airline bad getting worse foolish american merge treat customers like crap,negative,0
course u know would like lay bedofroses long mint colored brandmance,positive,1
flight delayed times spent almost min tarmac reconsider future flight options,negative,0
try call reservations line someone answer phone hold hour,negative,0
response back,negative,0
yes flight rebooked losing trust want get anywhere time,negative,0
call work tell fault late flight,negative,0
officially displaced better flight experience pleasant cabin crew timeliness ua switching,negative,0
thanks good sunday,positive,1
let seriously unhappycustomer,negative,0
stuck fort lauderdale,negative,0
book seats flights buy even check creates much anxiety frustrated,negative,0
landed might want check flight plane houston sound takeoff amp landing,negative,0
someone please tell talk getittogether findurgrip,negative,0
hi flight dallas cancelled flightled going la u pls help rebook,negative,0
omg omg nonstop dallas austin virgin,positive,1
pm bags still even courtesy toiletries kit flight experience expecting disappointed,negative,0
changed flight times trip bumped amp great experience never flying us air never,negative,0
true maybe wish expedited security haha,positive,1
ok things happen frustrated change schedule see tomorrow new rescheduled flight,negative,0
follow order dm come,negative,0
thanks ella mae las counter going beyond help us get back abq flight cancelled flightled,positive,1
days planes mechanical issues hrs late flight sitting plane insane,negative,0
flight aa lax las closes early gate agents give us hassles patheticcx,negative,0
btw name samantha everyone flight,positive,1
come crew traveling flight gets better seat get stuck checking bag crews bag got flight,negative,0
nice see u sense humor hourdelay want b home settle beer safely air course,negative,0
flight us ric dfw cancelled flightled yesterday amp hold w cust service pm est hours answer,negative,0
two hour wait exps sit jfk phx flight us computers shot lax flight,negative,0
hours phone waiting call back find luggage shameonyou,negative,0
sitting ual comedy errors ual incompetent,negative,0
flights cancelled flightled today hold hour,negative,0
failing customers check process link tsa pre check,negative,0
changed tire delayed ua flight arrived instead waiting boarding,negative,0
tbt every day,positive,1
three people awesome working long hours easy say sorry twitter help ppl,negative,0
nice hoping rack enough miles take trip seattle enjoy perfect latte city coffee,positive,1
flight dfw lit tomorrow cancelled flightled next pls advise help,negative,0
thank,positive,1
know love airline friends problem retaining info need,negative,0
good enough info communicated point silence hours sat oh seat broken worst,negative,0
want love minutes hold help understand switched loyalty programs,negative,0
first time flying definitely,positive,1
finally boarded looks like make final destination baggage baggagefail bagsflyfreebutnotwithme,negative,0
sev ppl im office received apology k ff miles delay apologize select ppl got nothing,negative,0
happen really confuses st content come screens technology forward united,negative,0
thanks issues checking flight please check dm convo info,positive,1
really appreciate easy way get another flight mine delayed hrs mechanical reasons,negative,0
late flight denver late flight newark let even get disaster checking bags unacceptable,negative,0
even refund flight cancelled flightled horriblecustomerservice,negative,0
flight phl london sitting tarmac min w update pilot gives,negative,0
mother overheard personnel ask attendant passengers really knew going attendant said,negative,0
help flight dallas cancelled flightled morning cle hold hours need booked next flight,negative,0
really american airlines service las vegas shocking absolute jokers take reputation seriously,negative,0
ticketing lines las vegas unorganized mass craziness half ticketing stations unmanned,negative,0
still rep talk days late flightr u r asking checkin flight tmrw refund requested deal w,negative,0
worst unitedflightsever ua iad las mechanical problems switched aircraft delayed hours,negative,0
believe help customer service like said want number someone fix,negative,0
please start charging carryon luggage carryonbagssloweverybodydown,negative,0
